id	loai	vi	en	tm	ghi_chu	src
s034	li	Doanh nghiệp tại Úc có tối thiểu 1 năm đạt doanh thu từ 300.000 AUD/năm.	Record annual turnover of at least A$300,000 (approximately US$214,000) in the Australian business in at least 1 year.		#bo-qua-so: US$214,000 là số quy đổi tham chiếu từ A$300,000 theo ty-gia.json, nguồn không có	acf.product_conditions_items[1].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s035	li	Trong 12 tháng trước khi nộp hồ sơ, đáp ứng 2 trong 3 điều kiện: tổng tài sản cá nhân và vốn trong doanh nghiệp Úc đạt mức quy định; tổng giá trị đầu tư vào doanh nghiệp tại Úc đạt mức quy định; hoặc tạo tối thiểu 2 việc làm toàn thời gian cho công dân hoặc thường trú nhân Úc, không tính người thân.	In the 12 months before lodgement, meet 2 of these 3 requirements: total personal and business assets in Australia at the prescribed level; total investment in the Australian business at the prescribed level; or at least 2 full-time jobs created for Australian citizens or permanent residents, not counting family members.			acf.product_conditions_items[1].product_conditions_item_bullets[1].product_conditions_item_bullet_text
s036	h3	Cư trú tại Úc	Residence in Australia			acf.product_conditions_items[2].product_conditions_item_title
s037	li	Đáp ứng yêu cầu lưu trú tại Úc theo quy định của visa subclass 888 tại thời điểm nộp hồ sơ.	Meet the Australian residence requirement that applies to the subclass 888 visa at the time of lodgement.			acf.product_conditions_items[2].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s038	li	IMM Group tư vấn mốc cư trú cụ thể theo hồ sơ, bang bảo lãnh và thời điểm nộp.	IMM Group advises on the exact residence thresholds for your case, your nominating state or territory, and your lodgement date.			acf.product_conditions_items[2].product_conditions_item_bullets[1].product_conditions_item_bullet_text
s039	h3	Tuân thủ pháp luật	Compliance with the law			acf.product_conditions_items[3].product_conditions_item_title
s040	li	Lý lịch tư pháp trong sạch.	A clean criminal record, evidenced by a police clearance certificate.	98%: A clean criminal record (police clearance certificate)		acf.product_conditions_items[3].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s041	li	Không vi phạm pháp luật Úc.	No breaches of Australian law.			acf.product_conditions_items[3].product_conditions_item_bullets[1].product_conditions_item_bullet_text
s042	h2	QUY TRÌNH XIN VISA 888A	The 888A application process	86%: The L-1A visa application process		acf.product_process_title
s043	h3	Đầu tư và kinh doanh tại Úc	Invest and trade in Australia			acf.product_process_steps[0].product_process_step_title
s044	p	Triển khai kinh doanh sau khi có visa 188A; duy trì hoạt động doanh nghiệp, doanh thu, tài sản và điều kiện cư trú.	Start trading once the 188A visa is granted, then maintain the business, its turnover, its assets, and your residence in Australia in line with the requirements.			acf.product_process_steps[0].product_process_step_desc
s045	h3	Nộp hồ sơ 888A	Lodge the 888A application			acf.product_process_steps[1].product_process_step_title
s046	p	Tổng hợp hồ sơ chứng minh điều kiện kinh doanh, tài chính, cư trú và nộp đơn xin visa 888A.	Assemble the evidence on the business, financial, and residence requirements, then lodge the 888A visa application.			acf.product_process_steps[1].product_process_step_desc
s047	h3	Nhận thường trú 888A	Grant of 888A permanent residence			acf.product_process_steps[2].product_process_step_title
s048	p	Được cấp visa 888A nếu hồ sơ đáp ứng điều kiện. Thời gian xử lý tùy hồ sơ và tiến độ của Bộ Di trú Úc.	The 888A visa is granted where the application meets the requirements. Processing times depend on the individual case and on the Department of Home Affairs.			acf.product_process_steps[2].product_process_step_desc
s049	cta	Xem tất cả dự án	View all projects	100%: View all projects		acf.product_projects_cta_label
s050	h2	Có thể bạn quan tâm	You may also be interested in	100%: You may also be interested in		acf.product_care_title
s051	h3	Có thể bạn quan tâm	You may also be interested in	100%: You may also be interested in	trung:s050	acf.product_care_service_title
s052	p	Tìm hiểu các dịch vụ tư vấn từ IMM Group:	Explore IMM Group's advisory services:	100%: Explore IMM Group's advisory services:		acf.product_care_service_desc#1
s053	li	Đầu tư định cư Úc	Australia investment immigration	100%: Australia investment immigration		acf.product_care_service_links[0].product_care_service_link_title
s054	li	Visa Úc diện doanh nhân 188A	Australia 188A Business Innovation visa			acf.product_care_service_links[1].product_care_service_link_title
s055	li	Visa Úc diện đầu tư 188B	Australia 188B Investor visa			acf.product_care_service_links[2].product_care_service_link_title
s056	li	Visa Úc diện đầu tư trọng yếu 188C	Australia 188C Significant Investor visa			acf.product_care_service_links[3].product_care_service_link_title
s057	li	Visa Úc diện đầu tư 888B	Australia 888B Investor visa			acf.product_care_service_links[4].product_care_service_link_title
s058	li	Visa Úc diện đầu tư trọng yếu 888C	Australia 888C Significant Investor visa			acf.product_care_service_links[5].product_care_service_link_title
s059	li	Visa Úc diện National Innovation Visa (NIV)	Australia National Innovation visa (NIV)			acf.product_care_service_links[6].product_care_service_link_title
s060	h3	Hiểu về nước Úc	Understanding Australia	86%: Understanding America		acf.product_care_topics_title
s061	p	Chuyên trang IMM Group tổng hợp các thông tin hữu ích với các chủ đề:	IMM Group's resource hub brings together practical information on the following topics:	100%: IMM Group's resource hub brings together practical information on the following topics:		acf.product_care_topics_desc#1
s062	li	Cuộc sống tại Úc	Living in Australia	87%: Living in the U.S.		acf.product_care_topics_links[0].product_care_topics_link_title
s063	li	Thuế Úc	Taxes in Australia			acf.product_care_topics_links[1].product_care_topics_link_title
s064	li	Kinh doanh tại Úc	Doing business in Australia	88%: Doing business in the U.S.		acf.product_care_topics_links[2].product_care_topics_link_title
s065	li	Giáo dục tại Úc	Education in Australia	86%: Education in the U.S.		acf.product_care_topics_links[3].product_care_topics_link_title
s066	li	Trợ cấp, phúc lợi, an sinh xã hội Úc	Allowances, benefits and social programs in Australia	94%: Welfare, benefits and Social Security in the U.S.		acf.product_care_topics_links[4].product_care_topics_link_title
s067	li	Du lịch Úc	Travel in Australia			acf.product_care_topics_links[5].product_care_topics_link_title
s068	li	Những người Việt thành công trên đất Úc	Immigrant success stories in Australia	94%: Immigrant success stories in the U.S.		acf.product_care_topics_links[6].product_care_topics_link_title
s069	li	Những câu chuyện định cư Úc truyền cảm hứng	Inspiring Australian immigration journeys	95%: Inspiring U.S. immigration journeys		acf.product_care_topics_links[7].product_care_topics_link_title
s070	h2	Câu hỏi thường gặp về Visa 888A	888A visa FAQs	90%: L-1A visa FAQs		acf.product_faq_title
s071	h4	Visa 888A khác 188A như thế nào?	How is the 888A visa different from the 188A?			acf.product_faq_items[0].product_faq_item_question
s072	p	Khác biệt 188A và 888A	188A versus 888A			acf.product_faq_items[0].product_faq_item_sections[0].product_faq_item_section_heading
s073	li	188A là visa tạm trú diện Doanh nhân đổi mới. 888A là visa thường trú, dành cho nhà đầu tư đã kinh doanh và cư trú đủ điều kiện tại Úc.	The 188A is a provisional visa in the Business Innovation stream. The 888A is the permanent visa, for investors who have run a business and met the residence requirements in Australia.			acf.product_faq_items[0].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s074	h4	Điều kiện chính để xin 888A là gì?	What are the main requirements for the 888A?			acf.product_faq_items[1].product_faq_item_question
s075	p	Điều kiện chính	Main requirements	86%: General condition		acf.product_faq_items[1].product_faq_item_sections[0].product_faq_item_section_heading
s076	li	Nhà đầu tư cần trực tiếp điều hành doanh nghiệp tại Úc, sở hữu vốn theo quy định, đạt yêu cầu doanh thu, đáp ứng điều kiện tài sản hoặc tạo việc làm, và đủ thời gian cư trú.	The investor has to manage the Australian business directly, hold the required ownership stake, meet the turnover requirement, meet either the asset or the job-creation requirement, and complete the required period of residence.			acf.product_faq_items[1].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s077	h4	Có cần chứng minh nguồn tiền không?	Do I have to prove my source of funds?	100%: Do I have to prove my source of funds?		acf.product_faq_items[2].product_faq_item_question
s078	p	Nguồn tiền	Source of funds	100%: Source of funds		acf.product_faq_items[2].product_faq_item_sections[0].product_faq_item_section_heading
s079	li	Có. Nhà đầu tư cần chứng minh nguồn vốn đầu tư là hợp pháp và minh bạch. Mỗi hồ sơ có cách diễn giải nguồn tiền khác nhau.	Yes. Investors have to show that the invested capital is lawful and fully documented. How the source of funds is explained differs from case to case.			acf.product_faq_items[2].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s080	h4	Có thể mua lại doanh nghiệp tại Úc không?	Can I buy an existing business in Australia?			acf.product_faq_items[3].product_faq_item_question
s081	p	Mua lại doanh nghiệp	Acquiring a business			acf.product_faq_items[3].product_faq_item_sections[0].product_faq_item_section_heading
s082	li	Có thể. Doanh nghiệp mua lại cần phù hợp với kinh nghiệm quản lý và kế hoạch kinh doanh. Cần thẩm định kỹ trước khi mua để tránh rủi ro hồ sơ.	Yes. The business you acquire should match your management experience and your business plan. Careful due diligence before the purchase matters, because a poorly chosen acquisition puts the application at risk.			acf.product_faq_items[3].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s083	h4	Có được đổi ngành nghề kinh doanh không?	Can the business change industry?			acf.product_faq_items[4].product_faq_item_question
s084	p	Đổi ngành nghề	Changing industry			acf.product_faq_items[4].product_faq_item_sections[0].product_faq_item_section_heading
s085	li	Có thể điều chỉnh trong giai đoạn đầu nếu phù hợp thực tế. Trước khi xin 888A, doanh nghiệp cần hoạt động ổn định và đạt điều kiện theo quy định.	Adjustments are possible in the early stage where circumstances warrant. Before the 888A application, the business has to be trading steadily and meeting the requirements that apply.			acf.product_faq_items[4].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s086	h4	Ai cần đáp ứng điều kiện cư trú?	Who has to meet the residence requirement?			acf.product_faq_items[5].product_faq_item_question
s087	p	Cư trú	Residence			acf.product_faq_items[5].product_faq_item_sections[0].product_faq_item_section_heading
s088	li	Yêu cầu cư trú có thể do đương đơn hoặc vợ/chồng đáp ứng theo quy định. Thời gian cư trú không cộng dồn giữa hai người.	The residence requirement can be met by either the applicant or the spouse or partner, as the applicable rules allow. Time spent in Australia by the applicant and by the spouse or partner cannot be added together.			acf.product_faq_items[5].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s089	h4	Visa 888A có Medicare không?	Does the 888A visa include Medicare?			acf.product_faq_items[6].product_faq_item_question
s090	p	Medicare	Medicare			acf.product_faq_items[6].product_faq_item_sections[0].product_faq_item_section_heading
s091	li	Có. Sau khi có 888A, gia đình đủ điều kiện tiếp cận Medicare theo diện thường trú nhân Úc. Ở giai đoạn 188A, nhà đầu tư thường cần bảo hiểm y tế tự túc.	Yes. Once the 888A is granted, the family is eligible for Medicare as Australian permanent residents. At the 188A stage, investors normally need private health cover.			acf.product_faq_items[6].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
s092	h4	Sau 888A có thể xin quốc tịch Úc không?	Can I apply for Australian citizenship after the 888A?			acf.product_faq_items[7].product_faq_item_question
s093	p	Lộ trình quốc tịch	A path to citizenship	100%: A path to citizenship	trung:s026	acf.product_faq_items[7].product_faq_item_sections[0].product_faq_item_section_heading
s094	li	Có thể. Sau khi có thường trú và đáp ứng điều kiện cư trú, nhân thân, ngoại ngữ và kỳ thi quốc tịch, nhà đầu tư có thể nộp hồ sơ nhập tịch.	Yes. Once they hold permanent residence and meet the residence, character, language, and citizenship test requirements, investors can lodge a citizenship application.			acf.product_faq_items[7].product_faq_item_sections[0].product_faq_item_section_bullets[0].product_faq_item_section_bullet_text
