id	loai	vi	en	tm	ghi_chu	src
s030	h3	Giáo dục ưu việt cho con	A strong education for your children	100%: A strong education for your children		acf.product_benefits_items[4].product_benefits_item_title
s031	li	Miễn phí trường công, từ tiểu học đến THPT	Free public schooling from elementary through high school	100%: Free public schooling from elementary through high school		acf.product_benefits_items[4].product_benefits_item_bullets[0].product_benefits_item_bullet_text
s032	li	Học phí đại học thấp hơn nhiều so với du học sinh	Public university tuition that can be far lower than what international students pay	100%: Public university tuition that can be far lower than what international students pay		acf.product_benefits_items[4].product_benefits_item_bullets[1].product_benefits_item_bullet_text
s033	li	Được học ngành chỉ dành cho thường trú nhân & công dân Mỹ	Access to programs open only to U.S. permanent residents and citizens	100%: Access to programs open only to U.S. permanent residents and citizens		acf.product_benefits_items[4].product_benefits_item_bullets[2].product_benefits_item_bullet_text#1
s034	h2	ƯU ĐIỂM CHƯƠNG TRÌNH ĐỊNH CƯ MỸ EB-5	Advantages of the EB-5 investor visa	100%: Advantages of the EB-5 investor visa		acf.product_advantages_title
s035	h3	Lấy thẻ xanh trực tiếp	A direct path to a green card	100%: A direct path to a green card		acf.product_advantages_items[0].product_advantages_item_title
s036	li	Không qua nhiều bước, không đi đường vòng	No intermediate visa stages, no detours	100%: No intermediate visa stages, no detours		acf.product_advantages_items[0].product_advantages_item_bullets[0].product_advantages_item_bullet_text
s037	h3	Quốc tịch Mỹ sau 5 năm	A path to U.S. citizenship after 5 years	100%: A path to U.S. citizenship after 5 years		acf.product_advantages_items[1].product_advantages_item_title
s038	li	Cả gia đình thành công dân Mỹ – đủ điều kiện xin quốc tịch sau 5 năm thường trú, con cái lớn lên là người Mỹ trọn quyền	Your family can become eligible for U.S. citizenship after 5 years as permanent residents, and your children can grow up as U.S. citizens with full rights	100%: Your family can become eligible for U.S. citizenship after 5 years as permanent residents, and your children can grow up as U.S. citizens with full rights		acf.product_advantages_items[1].product_advantages_item_bullets[0].product_advantages_item_bullet_text
s039	h3	Điều kiện đơn giản	Straightforward requirements	100%: Straightforward requirements		acf.product_advantages_items[2].product_advantages_item_title
s040	li	Không yêu cầu học vấn	No education requirement	100%: No education requirement		acf.product_advantages_items[2].product_advantages_item_bullets[0].product_advantages_item_bullet_text
s041	li	Không yêu cầu ngoại ngữ	No language requirement	100%: No language requirement		acf.product_advantages_items[2].product_advantages_item_bullets[1].product_advantages_item_bullet_text
s042	li	Không cần kinh nghiệm kinh doanh	No business experience required	100%: No business experience required		acf.product_advantages_items[2].product_advantages_item_bullets[2].product_advantages_item_bullet_text
s043	h3	Không ràng buộc kinh doanh	No business obligations	100%: No business obligations		acf.product_advantages_items[3].product_advantages_item_title
s044	li	Không cần sở hữu hay quản lý công ty	No need to own or manage a company	100%: No need to own or manage a company		acf.product_advantages_items[3].product_advantages_item_bullets[0].product_advantages_item_bullet_text
s045	li	Không bắt buộc mở công ty sau khi có thẻ xanh	No requirement to start a company after receiving your green card	100%: No requirement to start a company after receiving your green card		acf.product_advantages_items[3].product_advantages_item_bullets[1].product_advantages_item_bullet_text
s046	li	Không cần công ty hay gia đình bảo lãnh	No employer or family sponsor required	100%: No employer or family sponsor required		acf.product_advantages_items[3].product_advantages_item_bullets[2].product_advantages_item_bullet_text
s047	li	Chỉ cần đầu tư vào dự án đạt điều kiện	Your role is to invest in a qualifying project	100%: Your role is to invest in a qualifying project		acf.product_advantages_items[3].product_advantages_item_bullets[3].product_advantages_item_bullet_text
s048	h2	ĐIỀU KIỆN LẤY VISA ĐỊNH CƯ MỸ EB-5	EB-5 visa requirements	100%: EB-5 visa requirements		acf.product_conditions_title
s049	h3	Từ 18 tuổi	Age 18 or older	100%: Age 18 or older		acf.product_conditions_items[0].product_conditions_item_title
s050	li	Không giới hạn độ tuổi tối đa	No upper age limit	100%: No upper age limit		acf.product_conditions_items[0].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s051	h3	Đầu tư 800.000 USD	Invest US$800,000	100%: Invest US$800,000		acf.product_conditions_items[1].product_conditions_item_title
s052	li	Vào dự án thuộc vùng khuyến khích đầu tư (TEA)	In a project located in a Targeted Employment Area (TEA)	100%: In a project located in a Targeted Employment Area (TEA)		acf.product_conditions_items[1].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s053	p	TEA - Targeted Employment Area: khu vực việc làm mục tiêu.	[BO]		#bo: chỉ giải nghĩa chữ TEA cho người Việt; tên đầy đủ Targeted Employment Area (TEA) đã có ở gạch đầu dòng ngay trên	acf.product_conditions_items[1].product_conditions_item_footnote
s054	h3	Nguồn vốn hợp pháp	Lawful source of funds	100%: Lawful source of funds		acf.product_conditions_items[2].product_conditions_item_title
s055	li	Chứng minh nguồn gốc số tiền đầu tư	Document the lawful source of your investment funds	100%: Document the lawful source of your investment funds		acf.product_conditions_items[2].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s056	h3	Tạo 10 việc làm	Create 10 jobs	100%: Create 10 jobs		acf.product_conditions_items[3].product_conditions_item_title
s057	li	Việc làm toàn thời gian cho người bản xứ	Full-time positions for qualifying U.S. workers	100%: Full-time positions for qualifying U.S. workers		acf.product_conditions_items[3].product_conditions_item_bullets[0].product_conditions_item_bullet_text
s058	h2	LỘ TRÌNH ĐỊNH CƯ EB-5	The EB-5 visa process	100%: The EB-5 visa process		acf.product_process_title
s059	h3	Chuẩn bị hồ sơ & chứng minh nguồn tiền	Prepare your petition and document your source of funds	100%: Prepare your petition and document your source of funds		acf.product_process_steps[0].product_process_step_title
s060	p	Hoàn thiện hồ sơ pháp lý và làm rõ nguồn gốc vốn đầu tư.	Complete your legal documentation and establish the source of your investment capital.	100%: Complete your legal documentation and establish the source of your investment capital.		acf.product_process_steps[0].product_process_step_desc
s061	h3	Chuyển vốn đầu tư	Transfer your investment	100%: Transfer your investment		acf.product_process_steps[1].product_process_step_title
s062	p	Hoàn tất chuyển khoản theo hợp đồng EB-5.	Complete the transfer as set out in your EB-5 subscription agreement.	100%: Complete the transfer as set out in your EB-5 subscription agreement.		acf.product_process_steps[1].product_process_step_desc
s063	h3	Nộp hồ sơ I-526E	File Form I-526E	100%: File Form I-526E		acf.product_process_steps[2].product_process_step_title
s064	p	Đệ trình đơn xin nhà đầu tư định cư lên Sở Di trú Hoa Kỳ.	Submit your investor petition to U.S. Citizenship and Immigration Services (USCIS).	100%: Submit your investor petition to U.S. Citizenship and Immigration Services (USCIS).		acf.product_process_steps[2].product_process_step_desc
s065	h3	Nhận kết quả I-526E	Receive your Form I-526E decision	100%: Receive your Form I-526E decision		acf.product_process_steps[3].product_process_step_title
s066	p	USCIS phê duyệt hồ sơ đầu tư.	USCIS adjudicates your investor petition.	100%: USCIS adjudicates your investor petition.		acf.product_process_steps[3].product_process_step_desc
s067	h3	Nộp hồ sơ tại Trung tâm Thị thực Quốc gia (NVC)	File with the National Visa Center (NVC)	100%: File with the National Visa Center (NVC)		acf.product_process_steps[4].product_process_step_title
s068	p	Hoàn tất thủ tục xét duyệt visa.	Complete visa processing.	100%: Complete visa processing.		acf.product_process_steps[4].product_process_step_desc
s069	h3	Phỏng vấn	Attend your interview	100%: Attend your interview		acf.product_process_steps[5].product_process_step_title
s070	p	Tham dự phỏng vấn tại Lãnh sự quán Hoa Kỳ.	Attend an interview at a U.S. embassy or consulate.	100%: Attend an interview at a U.S. embassy or consulate.		acf.product_process_steps[5].product_process_step_desc
s071	h3	Nhận visa định cư EB-5	Receive your EB-5 immigrant visa	100%: Receive your EB-5 immigrant visa		acf.product_process_steps[6].product_process_step_title
s072	p	Được cấp thị thực định cư diện EB-5.	You are issued an EB-5 immigrant visa.	100%: You are issued an EB-5 immigrant visa.		acf.product_process_steps[6].product_process_step_desc
s073	h3	Nhập cảnh Hoa Kỳ & kích hoạt thẻ xanh	Enter the U.S. and receive your conditional green card	100%: Enter the U.S. and receive your conditional green card		acf.product_process_steps[7].product_process_step_title
s074	p	Sang Mỹ để kích hoạt thẻ xanh có điều kiện (2 năm).	Travel to the U.S. to begin your conditional permanent residence; your conditional green card is valid for 2 years.	100%: Travel to the U.S. to begin your conditional permanent residence; your conditional green card is valid for 2 years.		acf.product_process_steps[7].product_process_step_desc
s075	h3	Nộp hồ sơ I-829 xóa điều kiện	File Form I-829 to remove conditions	100%: File Form I-829 to remove conditions		acf.product_process_steps[8].product_process_step_title
s076	p	Đệ trình sau khi đủ 21 tháng kể từ ngày có thẻ xanh.	File once 21 months have passed since you received your green card.	100%: File once 21 months have passed since you received your green card.		acf.product_process_steps[8].product_process_step_desc
s077	h3	Rút vốn đầu tư	Exit your investment	100%: Exit your investment		acf.product_process_steps[9].product_process_step_title
s078	p	Thu hồi vốn theo thỏa thuận với dự án.	Seek a return of capital under the terms of your agreement with the project.	100%: Seek a return of capital under the terms of your agreement with the project.		acf.product_process_steps[9].product_process_step_desc
s079	h3	Nhận chấp thuận thường trú vĩnh viễn	Receive unconditional permanent residence	100%: Receive unconditional permanent residence		acf.product_process_steps[10].product_process_step_title
s080	p	Được cấp thẻ thường trú nhân không điều kiện (10 năm).	You receive a 10-year green card as an unconditional permanent resident.	100%: You receive a 10-year green card as an unconditional permanent resident.		acf.product_process_steps[10].product_process_step_desc
s081	h3	Nộp hồ sơ xin quốc tịch	Apply for U.S. citizenship	100%: Apply for U.S. citizenship		acf.product_process_steps[11].product_process_step_title
s082	p	Đủ điều kiện sau 5 năm thường trú.	Eligible after 5 years of permanent residence.	100%: Eligible after 5 years of permanent residence.		acf.product_process_steps[11].product_process_step_desc
s083	h2	CÁC DỰ ÁN EB-5	Current EB-5 projects	100%: Current EB-5 projects		acf.product_projects_title
s084	cta	Xem tất cả dự án	View all projects	100%: View all projects		acf.product_projects_cta_label
s085	h2	Có thể bạn quan tâm	You may also be interested in	100%: You may also be interested in		acf.product_care_title
s086	h3	Có thể bạn quan tâm	Other U.S. immigration routes	100%: You may also be interested in	trung:s085	acf.product_care_service_title
s087	p	Tìm hiểu các dịch vụ tư vấn từ IMM Group:	Explore IMM Group's other U.S. immigration programs:	100%: Explore other advisory services from IMM Group:		acf.product_care_service_desc#1
s088	li	So sánh các chương trình đầu tư định cư Mỹ	Compare U.S. investment immigration programs			acf.product_care_service_links[0].product_care_service_link_title
s089	li	Visa Mỹ E-2	U.S. E-2 treaty investor visa			acf.product_care_service_links[1].product_care_service_link_title
s090	li	Visa Mỹ L-1A	U.S. L-1A intracompany transferee visa			acf.product_care_service_links[2].product_care_service_link_title
s091	li	Visa định cư Mỹ EB-1C	U.S. EB-1C green card for executives and managers			acf.product_care_service_links[3].product_care_service_link_title
s092	h3	Hiểu về nước Mỹ	Understanding America	100%: Understanding America		acf.product_care_topics_title
s093	p	Chuyên trang IMM Group tổng hợp các thông tin hữu ích với các chủ đề:	IMM Group's resource hub brings together practical information on the following topics:	100%: IMM Group's resource hub brings together practical information on the following topics:		acf.product_care_topics_desc#1
s094	li	Cuộc sống tại Mỹ	Living in the U.S.			acf.product_care_topics_links[0].product_care_topics_link_title
s095	li	Thuế Mỹ	Taxes in the U.S.			acf.product_care_topics_links[1].product_care_topics_link_title
s096	li	Kinh doanh tại Mỹ	Doing business in the U.S.			acf.product_care_topics_links[2].product_care_topics_link_title
s097	li	Giáo dục tại Mỹ	Education in the U.S.			acf.product_care_topics_links[3].product_care_topics_link_title
s098	li	Trợ cấp, phúc lợi, an sinh xã hội Mỹ	Social Security and public benefits in the U.S.			acf.product_care_topics_links[4].product_care_topics_link_title
s099	li	Những người Việt thành công trên đất Mỹ	Immigrant success stories in the U.S.			acf.product_care_topics_links[5].product_care_topics_link_title
s100	li	Những câu chuyện định cư Mỹ truyền cảm hứng	Inspiring U.S. immigration journeys			acf.product_care_topics_links[6].product_care_topics_link_title
s101	h2	CÁC CÂU HỎI THƯỜNG GẶP	EB-5 visa FAQs	100%: EB-5 visa FAQs		acf.product_faq_title
s102	h3	ĐIỀU KIỆN & TÌNH TRẠNG PHÂN BỔ VISA	Eligibility and visa availability	100%: Eligibility and visa availability		acf.product_faq_groups[0].product_faq_group_label
s103	h4	EB-5 là gì?	What is the EB-5 visa program?	100%: What is the EB-5 visa program?	trung:s003	acf.product_faq_groups[0].product_faq_group_items[0].product_faq_item_question
s104	li	Dành cho nhà đầu tư nước ngoài đáp ứng điều kiện về khoản đầu tư, nguồn tiền hợp pháp và tạo việc làm tại Mỹ	The program is open to foreign investors who meet the requirements for a qualifying investment, a lawful source of funds, and job creation in the United States	100%: The program is open to foreign investors who meet the requirements for a qualifying investment, a lawful source of funds, and job creation in the United States		acf.product_faq_groups[0].product_faq_group_items[0].product_faq_item_bullets[0].product_faq_item_bullet_text
s105	li	Khi hồ sơ được chấp thuận và visa sẵn có: nhà đầu tư cùng vợ/chồng và con chưa kết hôn dưới 21 tuổi có thể nhận thẻ xanh Mỹ có điều kiện	Once the petition is approved and a visa is available, the investor, their spouse, and unmarried children under 21 may receive conditional U.S. green cards	100%: Once the petition is approved and a visa is available, the investor, their spouse, and unmarried children under 21 may receive conditional U.S. green cards		acf.product_faq_groups[0].product_faq_group_items[0].product_faq_item_bullets[1].product_faq_item_bullet_text
s106	h4	Mức đầu tư EB-5 hiện nay là bao nhiêu?	What is the current EB-5 minimum investment?	100%: What is the current EB-5 minimum investment?		acf.product_faq_groups[0].product_faq_group_items[1].product_faq_item_question
s107	li	800.000 USD nếu đầu tư vào dự án thuộc khu vực tạo việc làm mục tiêu (TEA) — gồm vùng nông thôn hoặc vùng có tỷ lệ thất nghiệp cao	US$800,000 for projects in a Targeted Employment Area (TEA), which covers rural areas and high-unemployment areas	100%: US$800,000 for projects in a Targeted Employment Area (TEA), which covers rural areas and high-unemployment areas		acf.product_faq_groups[0].product_faq_group_items[1].product_faq_item_bullets[0].product_faq_item_bullet_text
s108	li	1.050.000 USD nếu dự án không thuộc TEA	US$1,050,000 for projects outside a TEA	100%: US$1,050,000 for projects outside a TEA		acf.product_faq_groups[0].product_faq_group_items[1].product_faq_item_bullets[1].product_faq_item_bullet_text
s109	p	Nhà đầu tư nên kiểm tra lại mức đầu tư tại thời điểm nộp hồ sơ vì luật và hướng dẫn có thể thay đổi.	Investors should confirm the required investment amount at the time of filing, as laws and guidance may change.	100%: Investors should confirm the required investment amount at the time of filing, as laws and guidance may change.		acf.product_faq_groups[0].product_faq_group_items[1].product_faq_item_note
s110	h4	TEA là gì?	What is a TEA?	100%: What is a TEA?		acf.product_faq_groups[0].product_faq_group_items[2].product_faq_item_question
s111	li	Sau Đạo luật RIA, TEA gồm 2 nhóm chính: vùng nông thôn (Rural Area) và vùng có tỷ lệ thất nghiệp cao (High Unemployment Area)	Under the RIA, TEAs fall into 2 main groups: rural areas and high-unemployment areas	100%: Under the RIA, TEAs fall into 2 main groups: rural areas and high-unemployment areas		acf.product_faq_groups[0].product_faq_group_items[2].product_faq_item_bullets[0].product_faq_item_bullet_text
s112	li	Dự án thuộc TEA có thể đủ điều kiện mức đầu tư 800.000 USD; một số nhóm còn có hạn ngạch visa dành riêng	Projects in a TEA may qualify for the US$800,000 investment level, and some categories also have reserved (set-aside) visas	100%: Projects in a TEA may qualify for the US$800,000 investment level, and some categories also have reserved (set-aside) visas		acf.product_faq_groups[0].product_faq_group_items[2].product_faq_item_bullets[1].product_faq_item_bullet_text
s113	h4	Dự án Rural EB-5 có lợi thế gì?	What are the advantages of a rural EB-5 project?	100%: What are the advantages of a rural EB-5 project?		acf.product_faq_groups[0].product_faq_group_items[3].product_faq_item_question
s114	li	Được USCIS ưu tiên xử lý hồ sơ I-526E theo quy định hiện hành	Priority processing of Form I-526E by USCIS under current rules	100%: Priority processing of Form I-526E by USCIS under current rules		acf.product_faq_groups[0].product_faq_group_items[3].product_faq_item_bullets[0].product_faq_item_bullet_text
s115	li	Thuộc nhóm visa set-aside riêng	Access to a dedicated category of set-aside visas	100%: Access to a dedicated category of set-aside visas		acf.product_faq_groups[0].product_faq_group_items[3].product_faq_item_bullets[1].product_faq_item_bullet_text
s116	p	"""Ưu tiên xử lý"" không đồng nghĩa cam kết thời gian duyệt cố định. Nhà đầu tư vẫn cần thẩm định dự án, nguồn tiền và tình trạng visa theo Visa Bulletin tại thời điểm nộp."	"""Priority processing"" does not mean a fixed processing timeline. Investors still need to conduct due diligence on the project, their source of funds, and visa availability under the Visa Bulletin at the time of filing."	"100%: ""Priority processing"" does not mean a fixed processing timeline. Investors still need to conduct due diligence on the project, their source of funds, and visa availability under the Visa Bulletin at the time of filing."		acf.product_faq_groups[0].product_faq_group_items[3].product_faq_item_note
s117	h4	Rủi ro đầu tư EB-5 là gì?	What are the risks of an EB-5 investment?	100%: What are the risks of an EB-5 investment?		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_question
s118	p	3 rủi ro chính của đầu tư EB-5:	The 3 main risks of an EB-5 investment:	100%: The 3 main risks of an EB-5 investment:		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_heading
s119	li	Trung tâm vùng thiếu kinh nghiệm thẩm định, chọn dự án	A regional center lacking experience in due diligence and project selection	100%: A regional center lacking experience in due diligence and project selection		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_bullets[0].product_faq_item_bullet_text
s120	li	Dự án không tạo đủ việc làm hoặc dùng vốn sai mục đích	A project that fails to create enough jobs or misuses investor capital	100%: A project that fails to create enough jobs or misuses investor capital		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_bullets[1].product_faq_item_bullet_text
s121	li	Nguồn tiền không chứng minh được theo yêu cầu Sở Di trú	A source of funds that cannot be documented to USCIS requirements	100%: A source of funds that cannot be documented to USCIS requirements		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_bullets[2].product_faq_item_bullet_text
s122	p	Việc lựa chọn luật sư & công ty di trú thiếu kinh nghiệm cũng làm tăng rủi ro hồ sơ.	Choosing an inexperienced immigration attorney or immigration firm also increases the risk to your petition.	100%: Choosing an inexperienced immigration attorney or immigration firm also increases the risk to your petition.		acf.product_faq_groups[0].product_faq_group_items[4].product_faq_item_note
s123	h4	Làm sao để đầu tư EB-5 an toàn?	How can you manage risk in an EB-5 investment?	100%: How can you manage risk in an EB-5 investment?		acf.product_faq_groups[0].product_faq_group_items[5].product_faq_item_question
s124	p	Đầu tư EB-5 an toàn là tối ưu tỷ lệ nhận Thẻ Xanh và giảm thiểu rủi ro nguồn vốn. Nhà đầu tư cần cân nhắc 3 yếu tố sau đây:	A well-managed EB-5 investment aims to maximize your chances of obtaining a green card while minimizing risk to your capital. Consider 3 factors:	100%: A well-managed EB-5 investment aims to maximize your chances of obtaining a green card while minimizing risk to your capital. Consider 3 factors:		acf.product_faq_groups[0].product_faq_group_items[5].product_faq_item_heading
s125	li	Trung tâm vùng có lịch sử vận hành dự án thành công	A regional center with a track record of successful projects	100%: A regional center with a track record of successful projects		acf.product_faq_groups[0].product_faq_group_items[5].product_faq_item_bullets[0].product_faq_item_bullet_text
s126	li	Luật sư di trú dày dặn kinh nghiệm thực tế	An immigration attorney with extensive hands-on experience	100%: An immigration attorney with extensive hands-on experience		acf.product_faq_groups[0].product_faq_group_items[5].product_faq_item_bullets[1].product_faq_item_bullet_text
s127	li	Đơn vị tư vấn minh bạch, thẩm định dự án độc lập	A transparent advisory firm that conducts independent project due diligence	100%: A transparent advisory firm that conducts independent project due diligence		acf.product_faq_groups[0].product_faq_group_items[5].product_faq_item_bullets[2].product_faq_item_bullet_text
s128	h4	Tuổi tối đa con phụ thuộc?	What is the age limit for dependent children?	100%: What is the age limit for dependent children?		acf.product_faq_groups[0].product_faq_group_items[6].product_faq_item_question
s129	p	Con dưới 21 tuổi được đi kèm hồ sơ	Unmarried children under 21 can be included in the application	100%: Unmarried children under 21 can be included in the application		acf.product_faq_groups[0].product_faq_group_items[6].product_faq_item_heading
s130	li	Tuổi con được khóa lại khi nộp hồ sơ I-526	A child's age is locked in when Form I-526 is filed	100%: A child's age is locked in when Form I-526 is filed		acf.product_faq_groups[0].product_faq_group_items[6].product_faq_item_bullets[0].product_faq_item_bullet_text
s131	li	Trong thời gian chờ xét I-526: tuổi không bị tính thêm	While Form I-526 is pending, the child's age does not increase	100%: While Form I-526 is pending, the child's age does not increase		acf.product_faq_groups[0].product_faq_group_items[6].product_faq_item_bullets[1].product_faq_item_bullet_text
s132	li	Sau khi có kết quả I-526 đến lúc cấp visa: tuổi tiếp tục được tính	From the Form I-526 decision until the visa is issued, the child's age continues to count	100%: From the Form I-526 decision until the visa is issued, the child's age continues to count		acf.product_faq_groups[0].product_faq_group_items[6].product_faq_item_bullets[2].product_faq_item_bullet_text
s133	h4	Có cần sang Mỹ ngay sau khi có visa?	Do I need to move to the U.S. right after receiving my visa?	100%: Do I need to move to the U.S. right after receiving my visa?		acf.product_faq_groups[0].product_faq_group_items[7].product_faq_item_question
s134	p	Sang Mỹ trong thời hạn visa	Enter the U.S. while your visa is valid	100%: Enter the U.S. while your visa is valid		acf.product_faq_groups[0].product_faq_group_items[7].product_faq_item_heading
s135	li	Visa định cư có hạn khoảng 6 tháng kể từ ngày khám sức khỏe	An immigrant visa is generally valid for up to 6 months from the date of the medical exam	100%: An immigrant visa is generally valid for up to 6 months from the date of the medical exam		acf.product_faq_groups[0].product_faq_group_items[7].product_faq_item_bullets[0].product_faq_item_bullet_text
s136	li	Cần bay sang Mỹ trước khi visa hết hạn để kích hoạt	You must enter the U.S. before the visa expires to begin your permanent residence	100%: You must enter the U.S. before the visa expires to begin your permanent residence		acf.product_faq_groups[0].product_faq_group_items[7].product_faq_item_bullets[1].product_faq_item_bullet_text
